Hex sent       Integer     Float         Integer     Float
by app            representation            bit shifted
--------       ----------  -------       ----------  -------
3f597b67,      1062828903, 0.84954,      1068756792, 1.40574
3f5b081a,      1062930458, 0.85559,      1068900560, 1.42288
3f5b6a68,      1062955624, 0.85709,      1069001536, 1.43491
3f5c2268,      1063002728, 0.85990,      1069058880, 1.44175
3f5c5968,      1063016808, 0.86074,      1069115200, 1.44846
3f5e4869,      1063143529, 0.86829,      1069359944, 1.47764
3f615e6a,      1063345770, 0.88035,      1069775696, 1.52720
3f62156a,      1063392618, 0.88314,      1069832016, 1.53391
3f634d6a,      1063472490, 0.88790,      1070020432, 1.55638
3f64046a,      1063519338, 0.89069,      1070076752, 1.56309
3f643c6a,      1063533674, 0.89155,      1070134096, 1.56993
3f65736b,      1063613291, 0.89629,      1070321496, 1.59227
3f662b6b,      1063660395, 0.89910,      1070378840, 1.59910
3f671a6b,      1063721579, 0.90275,      1070492504, 1.61265
3f68516c,      1063801196, 0.90749,      1070679904, 1.63499
3f69096c,      1063848300, 0.91030,      1070737248, 1.64183
3f69406c,      1063862380, 0.91114,      1070793568, 1.64854
3f6a786c,      1063942252, 0.91590,      1070981984, 1.67100
3f6b2f6c,      1063989100, 0.91869,      1071038304, 1.67772
3f6b7b16,      1064008470, 0.91985,      1071115440, 1.68691
3f6c1e6d,      1064050285, 0.92234,      1071151976, 1.69127
3f6d2b1f,      1064119071, 0.92644,      1071295736, 1.70840
3f6e0d6d,      1064177005, 0.92989,      1071396712, 1.72044
3f6e5209,      1064194569, 0.93094,      1071466568, 1.72877
3f6f7c6e,      1064270958, 0.93549,      1071641456, 1.74962
3f70346e,      1064318062, 0.93830,      1071698800, 1.75645
3f70727c,      1064333948, 0.93925,      1071762400, 1.76403
3f71236e,      1064379246, 0.94195,      1071812464, 1.77000
3f723021,      1064448033, 0.94605,      1071956232, 1.78714
3f73126f,      1064505967, 0.94950,      1072057208, 1.79918
3f73496f,      1064520047, 0.95034,      1072113528, 1.80589
3f74016f,      1064567151, 0.95315,      1072170872, 1.81273
3f754c18,      1064651800, 0.95819,      1072378048, 1.83743
3f75706f,      1064661103, 0.95875,      1072415608, 1.84190
3f762770,      1064707952, 0.96154,      1072471936, 1.84862
3f775f70,      1064787824, 0.96630,      1072660352, 1.87108
3f781670,      1064834672, 0.96909,      1072716672, 1.87779
3f784e70,      1064849008, 0.96995,      1072774016, 1.88463
3f790570,      1064895856, 0.97274,      1072830336, 1.89134
3f7b2c71,      1065036913, 0.98115,      1073132424, 1.92735
3f7c6371,      1065116529, 0.98589,      1073319816, 1.94969
3f7d1b71,      1065163633, 0.98870,      1073377160, 1.95653
3f7d5272,      1065177714, 0.98954,      1073433488, 1.96324
3f7e0a72,      1065224818, 0.99235,      1073490832, 1.97008
3f7f4172,      1065304434, 0.99709,      1073678224, 1.99242
3f000000,      1056964608, 0.50000,      1056964608, 0.50000
